Level1,Level3,Level2,Var
Antonio Nariño,Caucho sabanero,29,27
Antonio Nariño,Palma fénix,26,27
Antonio Nariño,Pino romeron,26,27
Puente Aranda,Callistemo,22,27
Puente Aranda,Carbonero rojo,24,27
Puente Aranda,"Chicala, chirlobirlo, flor amarillo",20,27
Puente Aranda,"Pino colombiano, pino de pacho, pino romeron",24,27
Rafael Uribe Uribe,Holly liso,30,27
Rafael Uribe Uribe,Níspero,28,27
Ciudad Bolívar,Cipres,193,27
Ciudad Bolívar,Sietecueros real,193,27
Usaquén,Caucho sabanero,97,26
Usaquén,"Cedro, cedro andino, cedro clavel",94,26
Usaquén,Endrino,38,26
Usaquén,Guayacán de Manizales,97,26
Usaquén,Jazmín amarillo,38,26
Usaquén,"Jazmín del cabo, laurel huesito",105,26
Usaquén,"Jazmín del cabo, laurel huesito",97,26
Usaquén,"Liquidámbar, estoraque",103,26
Usaquén,Lulo de perro,38,26
Usaquén,Metrosideros,64,26
Usaquén,"Ocobo, Guayacan",94,26
Usaquén,Sietecueros real,103,26
Chapinero,Pino libro,111,26
Chapinero,Yarumo,111,26
Santa Fe,Holly liso,192,26
Santa Fe,Milflores,164,26
San Cristóbal,Eucalipto común,204,26
San Cristóbal,Holly espinoso,201,26
San Cristóbal,Poligala,192,26
Usme,Cajeto,217,26
Usme,Cajeto,36,26
Usme,Corono,217,26
Usme,Cucubo,36,26
Usme,"Curapin, Campanilla",204,26
Usme,"Nogal, cedro nogal, cedro negro",36,26
Usme,"Tibar, Rodamonte, Pagoda",204,26
Tunjuelito,Abutilon rojo y amarillo (Farolito),27,26
Tunjuelito,"Cerezo, ciruelo",27,26
Tunjuelito,Raphiolepys,27,26
Bosa,Arrayán blanco,158,26
Bosa,Caucho tequendama,182,26
Bosa,"Curapin, Campanilla",158,26
Bosa,"Espino, Garbancillo",190,26
Bosa,"Liquidámbar, estoraque",147,26
Bosa,"Palma de cera, Palma de ramo",147,26
Bosa,Pino,147,26
Bosa,Pino candelabro,147,26
Bosa,Raphiolepys,147,26
Bosa,Roble australiano,161,26
Kennedy,Abutilón rojo y amarillo,23,26
Kennedy,"Acacia negra, gris",143,26
Kennedy,Arrayan blanco,23,26
Kennedy,Carbonero rosado,138,26
Kennedy,Cerezo,142,26
Kennedy,Guamo santafereño,157,26
Kennedy,Hayuelo,148,26
Kennedy,Holly liso,148,26
Kennedy,Manzano,138,26
Kennedy,Milflores,143,26
Kennedy,Sangregado,138,26
Fontibón,Acacia morada,113,26
Fontibón,Arrayán,118,26
Fontibón,Arrayan negro,118,26
Fontibón,Caballero de la noche,118,26
Fontibón,Cerezo,108,26
Fontibón,Eucalipto pomarroso,12,26
Fontibón,Hayuelo,6,26
Fontibón,"Jazmin del cabo, laurel huesito",106,26
Fontibón,Mandarina,102,26
Fontibón,Mangle de tierra fría,113,26
Fontibón,Pajarito,113,26
Fontibón,Palma payanesa,12,26
Fontibón,"Sangregao, drago, croto",108,26
Fontibón,Sauco,106,26
Engativá,Cajeto,98,26
Engativá,Caucho sabanero,99,26
Engativá,"Cedrillo, Yuco",98,26
Engativá,Fucsia arbustiva,5,26
Engativá,Hayuelo,98,26
Engativá,"Palma de cera, Palma blanca",104,26
Engativá,Roble,7,26
Engativá,Salvio negro,61,26
Engativá,Sietecueros nazareno,11,26
Suba,Alcaparro doble,62,26
Suba,Bonetero del Japon,93,26
Suba,Cajeto,61,26
Suba,Cayeno,355,26
Suba,Endrino,2,26
Suba,Guamo santafereño,60,26
Suba,Gurrubo,37,26
Suba,Holly liso,352,26
Suba,Palma fenix,351,26
Suba,Sauco,,26
Barrios Unidos,Brevo,8,26
Barrios Unidos,Siete Cueros peludo,10,26
Teusaquillo,Alcaparro doble,14,26
Teusaquillo,Carbonero rosado,13,26
Teusaquillo,"Nogal, cedro nogal, cedro negro",15,26
Teusaquillo,Yarumo,13,26
Los Mártires,Pino candelabro,165,26
Antonio Nariño,Caucho,26,26
Antonio Nariño,Chicala rosado,26,26
Antonio Nariño,Guayacan de Manizales,29,26
Puente Aranda,Calistemo lloron,20,26
Puente Aranda,Caucho tequendama,20,26
Puente Aranda,Chocho,22,26
Puente Aranda,Corono,24,26
Puente Aranda,"Nogal, cedro nogal, cedro negro",19,26
Puente Aranda,"Pino colombiano, chaquiro",20,26
La Candelaria,"Chicalá, chirlobirlo, flor amarillo",191,26
La Candelaria,Eucalipto pomarroso,191,26
Rafael Uribe Uribe,Higuerillo,28,26
Rafael Uribe Uribe,Poligala,28,26
Usaquén,Algodón extranjero,103,25
Usaquén,Calistemo lloron,97,25
Usaquén,Carbonero rosado,38,25
Usaquén,Eugenia,95,25
Usaquén,Pino australiano,103,25
Chapinero,"Ayer, hoy y mañana",110,25
Chapinero,Palma Alejandra,111,25
Chapinero,Sietecueros real,111,25
Santa Fe,"Caucho de la india, caucho",164,25
Santa Fe,"Palma de cera, Palma blanca",194,25
San Cristóbal,Chilco,192,25
San Cristóbal,Eucalipto pomarroso,201,25
San Cristóbal,Holly liso,192,25
San Cristóbal,Raphiolepys,32,25
Usme,"Aliso, fresno, chaquiro",217,25
Usme,Chiripique,217,25
Usme,Garrocho,212,25
Usme,Ligustrum,219,25
Usme,Milflores,217,25
Usme,"Nogal, cedro nogal, cedro negro",342,25
Tunjuelito,Fucsia arbustiva,27,25
Bosa,Araucaria crespa,147,25
Bosa,Arrayan,182,25
Bosa,Cajeto,182,25
Bosa,Caucho tequendama,190,25
Bosa,Chicala rosado,161,25
Bosa,Feijoa,147,25
Kennedy,Abutilon rojo y amarillo (Farolito),157,25
Kennedy,Acacia  ,138,25
Kennedy,Calistemo llorón,156,25
Kennedy,"Cariseco, Tres hojas",142,25
Kennedy,Caucho tequendama,157,25
Kennedy,Caucho tequendama,159,25
Kennedy,Guayacan de Manizales,162,25
Kennedy,Palma fenix,163,25
Kennedy,"Pino colombiano, chaquiro",23,25
Kennedy,Rama negra,23,25
Fontibón,Acacia japonesa,108,25
Fontibón,Acacia japonesa,6,25
Fontibón,Aligustre del Japon,102,25
Fontibón,Calistemo llorón,102,25
Fontibón,"Cariseco, Tres hojas",118,25
Fontibón,Cerezo,118,25
Fontibón,Cipres,118,25
Fontibón,Mangle de tierra fria,12,25
Fontibón,Pino romeron,118,25
Engativá,Acacia,96,25
Engativá,Alcaparro doble,107,25
Engativá,Arrayan,99,25
Engativá,Borrachero rojo,96,25
Engativá,Chicala rosado,61,25
Engativá,Chocho,107,25
Engativá,Eugenia,107,25
Engativá,Grevilea,98,25
Engativá,Jazmín de la china,5,25
Engativá,Mangle de tierra fria,5,25
Engativá,Mangle de tierra fria,98,25
Engativá,Pomarroso,96,25
Suba,Alcaparro enano,62,25
Suba,"Curapin, Campanilla",355,25
Suba,Laurel europeo,37,25
Suba,Palma Alejandra,351,25
Suba,"Palma yuca, palmiche",60,25
Suba,"Pino colombiano, pino de pacho, pino romeron",2,25
Suba,Raphiolepys,351,25
Suba,Sangregado ,61,25
Suba,Tuno,351,25
Barrios Unidos,Caucho sabanero,9,25
Barrios Unidos,Cayeno,10,25
Barrios Unidos,Chicala rosado,10,25
Barrios Unidos,"Curapin, Campanilla",8,25
Barrios Unidos,Guamo santafereño,9,25
Barrios Unidos,Higuerillo,8,25
Teusaquillo,Acacia azul,14,25
Teusaquillo,Caucho tequendama,17,25
Teusaquillo,"Cedrillo, Yuco",13,25
Teusaquillo,Guayacan de Manizales,160,25
Teusaquillo,Ligustrum,15,25
Teusaquillo,Magnolio,160,25
Teusaquillo,Magnolio,17,25
Teusaquillo,"Urapán, Fresno",160,25
Los Mártires,Eucalipto común,165,25
Los Mártires,"Jazmin del cabo, laurel huesito",165,25
Los Mártires,Pino libro,165,25
Antonio Nariño,"Chicala, chirlobirlo, flor amarillo",29,25
Antonio Nariño,Higuerillo,26,25
Antonio Nariño,Naranjo,26,25
Antonio Nariño,Sauce llorón,26,25
Puente Aranda,Borrachero blanco,16,25
Puente Aranda,"Chicala, chirlobirlo, flor amarillo",16,25
Puente Aranda,Guayabo,16,25
Puente Aranda,Palma Alejandra,24,25
La Candelaria,Boj,191,25
La Candelaria,Salvio negro,191,25
Rafael Uribe Uribe,Carbonero rojo,28,25
Rafael Uribe Uribe,Caucho tequendama,33,25
Rafael Uribe Uribe,"Duraznillo, velitas",28,25
Rafael Uribe Uribe,Eugenia,31,25
Rafael Uribe Uribe,Poligala,33,25
Ciudad Bolívar,Chicala rosado,197,25
Usaquén,Abutilon blanco,97,24
Usaquén,"Ayer, hoy y mañana",105,24
Usaquén,Caballero de la noche,38,24
Usaquén,Corazón de pollo,38,24
Usaquén,Fucsia arbustiva,101,24
Usaquén,"Jazmín del cabo, laurel huesito",94,24
Usaquén,Ligustrum,97,24
Usaquén,"Palma de cera, Palma blanca",64,24
Usaquén,Palma fenix,97,24
Usaquén,Plátano de tierra fria,38,24
Usaquén,Roble,94,24
Usaquén,"Sangregao, drago, croto",94,24
Chapinero,Aguacate,110,24
Chapinero,"Chicalá, chirlobirlo, flor amarillo",152,24
Chapinero,Cipres,110,24
Chapinero,Garrocho,110,24
Santa Fe,"Aliso, fresno, chaquiro",149,24
Santa Fe,Mano de oso,149,24
Santa Fe,Palma coquito,164,24
San Cristóbal,Borrachero rojo,196,24
San Cristóbal,"Cariseco, Tres hojas",201,24
San Cristóbal,Caucho tequendama,204,24
San Cristóbal,Dividivi de tierra fria,199,24
San Cristóbal,Guayabo del peru,196,24
Usme,"Aliso, fresno, chaquiro",342,24
Usme,Eucalipto pomarroso,36,24
Usme,Holly liso,219,24
Tunjuelito,Eucalipto plateado,27,24
Tunjuelito,Hojarasco,27,24
Bosa,Abutilon blanco,158,24
Bosa,Acacia,147,24
Bosa,"Buganbil, veranera",147,24
Bosa,Caballero de la noche,161,24
Bosa,Nispero,182,24
Bosa,Palma payanesa,147,24
Kennedy,Agracejo,142,24
Kennedy,"Aliso, fresno, chaquiro",148,24
Kennedy,"Cedro, cedro andino, cedro clavel",159,24
Kennedy,Dividivi de tierra fria,23,24
Kennedy,"Eucalipto de flor, eucalipto lavabotella, Calistemo",23,24
Kennedy,Hayuelo,162,24
Kennedy,Milflores,148,24
Kennedy,"Nogal, cedro nogal, cedro negro",21,24
Fontibón,Arbol de hierro,6,24
Fontibón,Arrayan,113,24
Fontibón,Cajeto,108,24
Fontibón,Carbonero rojo,109,24
Fontibón,Caucho tequendama,108,24
Fontibón,"Cedrillo, Yuco",102,24
Fontibón,Cerezo,113,24
Fontibón,Fucsia,113,24
Fontibón,Jazmin de la china,102,24
Fontibón,Mano de oso,113,24
Fontibón,Milflores,113,24
Fontibón,Palma coquito,102,24
Fontibón,Poligala,11,24
Fontibón,Sauce lloron,118,24
Fontibón,Sauce llorón,113,24
Fontibón,Sauce llorón,6,24
Fontibón,Sietecueros real,6,24
Fontibón,Tibar extranjero,102,24
Fontibón,"Tibar, Rodamonte, Pagoda",102,24
Engativá,Carbonero,98,24
Engativá,Chilco,61,24
Engativá,Dividivi de tierra fria,96,24
Engativá,Guayacán de Manizales,11,24
Engativá,Gurrubo,61,24
Engativá,Jazmin de la china,100,24
Engativá,Mangle de tierra fria,96,24
Engativá,Mano de oso,5,24
Engativá,"Sangregao, drago, croto",5,24
Engativá,Tibar extranjero,96,24
Engativá,"Tibar, tobo, rodamonte",5,24
Suba,Abutilon blanco,2,24
Suba,Calistemo,60,24
Suba,Cayeno,2,24
Suba,Cayeno,62,24
Suba,Chilco,351,24
Suba,Chiripique,37,24
Suba,Corono,61,24
Suba,"Curapin, Campanilla",62,24
Suba,Endrino,351,24
Suba,Fucsia arbustiva,53,24
Suba,Pino australiano,37,24
Suba,"Pino colombiano, pino de pacho, pino romerón",60,24
Suba,Pino libro,60,24
Suba,Sauco,351,24
Suba,Yarumo,93,24
Barrios Unidos,Arrayan negro,8,24
Barrios Unidos,"Chicalá, chirlobirlo, flor amarillo",9,24
Barrios Unidos,Cucharo,8,24
Barrios Unidos,"Liquidambar, estoraque",8,24
Barrios Unidos,Poligala,8,24
Teusaquillo,Azalea,13,24
Teusaquillo,Helecho arborecente,13,24
Teusaquillo,Pajarito,160,24
Los Mártires,"Buganbil, veranera",165,24
Antonio Nariño,Arrayan blanco,29,24
Antonio Nariño,"Buganbil, veranera",26,24
Antonio Nariño,"Cedro, cedro andino, cedro clavel",26,24
Antonio Nariño,"Liquidambar, estoraque",196,24
Puente Aranda,Abutilon  pequeño,24,24
Puente Aranda,Araucaria,22,24
Puente Aranda,"Curapin, Campanilla",16,24
Puente Aranda,"Duraznillo, velitas",16,24
Puente Aranda,Eugenia,19,24
Puente Aranda,Palma de datiles,16,24
La Candelaria,Fucsia arbustiva,191,24
La Candelaria,Jazmin de la china,192,24
Rafael Uribe Uribe,Abutilon quesito,30,24
Rafael Uribe Uribe,Arrayan negro,28,24
Rafael Uribe Uribe,"Cedro, cedro andino, cedro clavel",35,24
Rafael Uribe Uribe,Guayacan de Manizales,33,24
Rafael Uribe Uribe,"Jazmin del cabo, laurel huesito",28,24
Ciudad Bolívar,Aligustre del Japon,193,24
Ciudad Bolívar,Caucho sabanero,198,24
Usaquén,"Acacia negra, gris",105,23
Usaquén,Arrayan negro,56,23
Usaquén,Carbonero rojo,94,23
Usaquén,Cariseco,95,23
Usaquén,Caucho sabanero,103,23
Usaquén,Cayeno,64,23
Usaquén,Guayacan de Manizales,101,23
Usaquén,Guayacan de Manizales,103,23
Usaquén,Hayuelo,94,23
Usaquén,Pajarito,38,23
Usaquén,"Palma yuca, palmiche",95,23
Usaquén,Pino romeron,64,23
Chapinero,"Nogal, cedro nogal, cedro negro",111,23
Chapinero,"Raque, San juanito",152,23
Chapinero,"Schefflera, Pategallina hojigrande",110,23
Chapinero,"Tibar, pagoda o rodamonte",110,23
Santa Fe,Araucaria crespa,164,23
Santa Fe,Fucsia arbustiva,164,23
Santa Fe,Tabaquillo,164,23
San Cristóbal,Calistemo llorón,196,23
San Cristóbal,Chilco,201,23
San Cristóbal,"Cipres, Pino cipres, Pino",199,23
San Cristóbal,Otro,201,23
San Cristóbal,Palma Alejandra,192,23
San Cristóbal,Sangregado,199,23
San Cristóbal,Sietecueros real,204,23
Usme,Cipres,36,23
Usme,Hayuelo,217,23
Usme,Palma payanesa,36,23
Tunjuelito,"Schefflera, Pategallina hojigrande",27,23
Bosa,Abutilón blanco,147,23
Bosa,Cajeto de Bogota,182,23
Bosa,Calistemo llorón,158,23
Bosa,Chicala rosado,158,23
Bosa,Chiripique,182,23
Bosa,"Curapin, Campanilla",147,23
Bosa,Sangregado,182,23
Bosa,Sietecueros real,147,23
Bosa,Tuno esmeraldo,182,23
Kennedy,Abutilon quesito,21,23
Kennedy,Agracejo,143,23
Kennedy,"Aliso, fresno, chaquiro",18,23
Kennedy,"Cerezo, capuli",23,23
Kennedy,Cucharo,157,23
Kennedy,"Espino, Garbancillo",143,23
Kennedy,Guayabo,142,23
Kennedy,Higuerillo,142,23
Kennedy,Metrosideros,162,23
Kennedy,"Nogal, cedro nogal, cedro negro",162,23
Kennedy,Pajarito,143,23
Kennedy,Pajarito,156,23
Kennedy,"Palma de cera, Palma blanca",23,23
Kennedy,Sauce lloron,18,23
Kennedy,Tabaquillo,159,23
Fontibón,Alcaparro doble,108,23
Fontibón,Carbonero rosado,102,23
Fontibón,Chocho,6,23
Fontibón,Holly liso,12,23
Fontibón,"Liquidambar, estoraque",108,23
Fontibón,"Palma de cera, Palma de ramo",6,23
Fontibón,Palma de datiles,6,23
Fontibón,Palma washingtoniana,102,23
Fontibón,Pino romeron,109,23
Fontibón,Sietecueros real,109,23
Engativá,"Cariseco, Tres hojas",98,23
Engativá,Caucho sabanero,98,23
Engativá,Fucsia arbustiva,100,23
Engativá,Guamo santafereño,61,23
Engativá,Helecho arborecente,11,23
Engativá,Holly liso,104,23
Engativá,Jazmin de la china,99,23
Engativá,Metrosideros,98,23
Suba,Acacia azul,2,23
Suba,Amarrabollo,355,23
Suba,Arrayán,3,23
Suba,Arrayán blanco,351,23
Suba,Azara,355,23
Suba,Caucho sabanero,62,23
Suba,"Espino, Garbancillo",3,23
Suba,Eucalipto común,352,23
Suba,Laurel de cera (hoja,2,23
Suba,Lavanda,60,23
Suba,Sietecueros nazareno,61,23
Suba,Tabaquillo,2,23
Suba,"Tibar, pagoda o rodamonte",2,23
Barrios Unidos,"Cerezo, capuli",112,23
Barrios Unidos,Chiripique,8,23
Barrios Unidos,Cipres italiano,8,23
Barrios Unidos,"Jazmin del cabo, laurel huesito",9,23
Barrios Unidos,Papayuelo,8,23
Barrios Unidos,Tecomaria,8,23
Barrios Unidos,"Tibar, Rodamonte, Pagoda",8,23
Barrios Unidos,Trompeto,8,23
Teusaquillo,Abutilon blanco,14,23
Teusaquillo,Alcaparro enano,160,23
Teusaquillo,Cerezo,15,23
Teusaquillo,Chocho,15,23
Teusaquillo,Falso pimiento,15,23
Teusaquillo,"Jazmin del cabo, laurel huesito",17,23
Teusaquillo,Palma fenix,13,23
Teusaquillo,Sangregado,15,23
Teusaquillo,Sietecueros nazareno,14,23
Teusaquillo,Tibar,15,23
Antonio Nariño,Acacia japonesa,29,23
Antonio Nariño,Carbonero,26,23
Antonio Nariño,Holly espinoso,26,23
Antonio Nariño,Jazmin de la china,26,23
Puente Aranda,"Caballero de la noche, Jazmin, Dama de noche",16,23
Puente Aranda,"Caballero de la noche, Jazmin, Dama de noche",22,23
Puente Aranda,Caucho sabanero,22,23
Puente Aranda,Jazmín de la china,24,23
Puente Aranda,"Liquidambar, estoraque",24,23
Puente Aranda,Rama negra,22,23
La Candelaria,"Aliso, fresno, chaquiro",191,23
Rafael Uribe Uribe,"Aliso, fresno, chaquiro",33,23
Rafael Uribe Uribe,Hayuelo,35,23
Ciudad Bolívar,"Chicalá, chirlobirlo, flor amarillo",198,23
Ciudad Bolívar,"Espino, Garbancillo",202,23
Ciudad Bolívar,Níspero,193,23
Usaquén,"Cariseco, Tres hojas",97,22
Usaquén,"Jazmin del cabo, laurel huesito",101,22
Usaquén,Ligustrum,56,22
Usaquén,"Liquidámbar, estoraque",105,22
Usaquén,Pino australiano,38,22
Usaquén,Pino romeron,95,22
Usaquén,Pomarroso,97,22
Usaquén,Tibar extranjero,38,22
Chapinero,Alcaparro enano,111,22
Chapinero,Arrayan blanco,110,22
Chapinero,Callistemo,110,22
Chapinero,Falso pimiento,111,22
Chapinero,Ligustrum,152,22
Santa Fe,Brevo,164,22
Santa Fe,Cerezo,356,22
Santa Fe,Ciruelo,164,22
Santa Fe,Roble,149,22
Santa Fe,Uva camarona,164,22
San Cristóbal,Cariseco,201,22
San Cristóbal,Chiripique,196,22
San Cristóbal,Cucubo,201,22
San Cristóbal,Manzano de monte,196,22
San Cristóbal,Mortillo,204,22
San Cristóbal,Níspero,196,22
San Cristóbal,Palma Alejandra,32,22
San Cristóbal,Papayuelo,204,22
San Cristóbal,Pino romeron,32,22
San Cristóbal,Raphiolepys,196,22
San Cristóbal,Tinto,201,22
San Cristóbal,Trompeto,204,22
Usme,Calistemo,217,22
Usme,Mano de oso,342,22
Tunjuelito,Caucho,27,22
Tunjuelito,Cipres,27,22
Tunjuelito,Dividivi de tierra fria,27,22
Tunjuelito,Endrino,27,22
Tunjuelito,Sombrilla japonesa,27,22
Bosa,Calistemo,158,22
Bosa,"Jazmin del cabo, laurel huesito",161,22
Bosa,Palma fenix,190,22
Kennedy,Abutilon quesito,23,22
Kennedy,Alcaparro enano,157,22
Kennedy,Azara,156,22
Kennedy,Caucho benjamin,142,22
Kennedy,"Cedrillo, Yuco",138,22
Kennedy,"Cipres, Pino cipres, Pino",138,22
Kennedy,Cucharo,18,22
Kennedy,Dividivi de tierra fria,159,22
Kennedy,Gaque,23,22
Kennedy,"Sangregao, drago, croto",159,22
Fontibón,"Acacia baracatinga, acacia sabanera, acacia nigra",106,22
Fontibón,"Acacia negra, gris",108,22
Fontibón,Bonetero del Japon,102,22
Fontibón,Carbonero rojo,12,22
Fontibón,Chicala rosado,12,22
Fontibón,Ciprés enano,102,22
Fontibón,"Duraznillo, velitas",108,22
Fontibón,"Duraznillo, velitas",113,22
Fontibón,Garrocho,102,22
Fontibón,Holly liso,6,22
Fontibón,"Liquidámbar, estoraque",113,22
Fontibón,Mangle de tierra fría,102,22
Fontibón,Palma Alejandra,102,22
Fontibón,"Sangregao, drago, croto",113,22
Engativá,"Aliso, fresno, chaquiro",100,22
Engativá,"Cariseco, Tres hojas",5,22
Engativá,Cayeno,98,22
Engativá,Chilco,96,22
Engativá,Corono,99,22
Engativá,"Duraznillo, velitas",61,22
Engativá,Mangle de tierra fria,104,22
Engativá,"Pino colombiano, pino de pacho, pino romerón",99,22
Engativá,Sietecueros nazareno,99,22
Suba,Alcaparro enano,53,22
Suba,"Aliso, fresno, chaquiro",62,22
Suba,Ciprés,37,22
Suba,"Curapin, Campanilla",351,22
Suba,Granado,2,22
Suba,Motilón,37,22
Suba,Pajarito,2,22
Suba,Poligala,2,22
Suba,Sangregado,62,22
Suba,"Sangregao, drago, croto",355,22
Suba,Sauce lloron,60,22
Suba,Yarumo,355,22
Barrios Unidos,Caballero de la noche,8,22
Barrios Unidos,Cipres,8,22
Barrios Unidos,"Duraznillo, velitas",8,22
Barrios Unidos,Gaque,8,22
Barrios Unidos,Mandarina,8,22
Teusaquillo,Cajeto,17,22
Teusaquillo,Dividivi de tierra fría,13,22
Teusaquillo,Palma fenix,155,22
Teusaquillo,Pino,13,22
Teusaquillo,"Sangregao, drago, croto",160,22
Teusaquillo,Venturosa,13,22
Los Mártires,Chiripique,25,22
Antonio Nariño,Arrayán blanco,26,22
Antonio Nariño,Pino australiano,26,22
Antonio Nariño,Roble,26,22
Puente Aranda,Cajeto,24,22
Puente Aranda,Cajeto de Bogota,22,22
Puente Aranda,Chicala rosado,20,22
Puente Aranda,"Palma de cera, Palma de ramo",16,22
Puente Aranda,Sauce lloron,22,22
La Candelaria,Eucalipto,191,22
La Candelaria,Milflores,191,22
Rafael Uribe Uribe,"Aliso, fresno, chaquiro",35,22
Rafael Uribe Uribe,Guayabo,28,22
Rafael Uribe Uribe,Mangle de tierra fria,28,22
Rafael Uribe Uribe,Tomatillo,28,22
Ciudad Bolívar,Eucalipto,193,22
Ciudad Bolívar,"Eucalipto de flor, eucalipto lavabotella",195,22
Ciudad Bolívar,Eucalipto plateado,193,22
Ciudad Bolívar,"Liquidambar, estoraque",202,22
Usaquén,"Acacia baracatinga, acacia sabanera, acacia nigra",97,21
Usaquén,Cipres,94,21
Usaquén,Falso pimiento,64,21
Usaquén,Guamo santafereño,95,21
Usaquén,Guayacán de Manizales,56,21
Usaquén,Gurrubo,38,21
Usaquén,Hayuelo,64,21
Usaquén,Holly liso,95,21
Usaquén,"Jazmin del cabo, laurel huesito",103,21
Usaquén,"Liquidambar, estoraque",95,21
Usaquén,"Nogal, cedro nogal, cedro negro",95,21
Usaquén,Roble,95,21
Usaquén,Sauco,103,21
Usaquén,Sauco,95,21
Usaquén,Sietecueros real,101,21
Usaquén,"Tibar, Rodamonte, Pagoda",38,21
Chapinero,Álamo de lombardia,110,21
Chapinero,Arrayán,110,21
Chapinero,Guayacan de Manizales,152,21
Santa Fe,"Jazmin del cabo, laurel huesito",356,21
Santa Fe,Mangle de tierra fría,164,21
Santa Fe,Pino romeron,164,21
Santa Fe,Pino romeron,192,21
Santa Fe,Sangregado,164,21
San Cristóbal,Arrayan blanco,196,21
San Cristóbal,Cajeto,199,21
San Cristóbal,Carbonero rojo,192,21
San Cristóbal,Carbonero rojo,201,21
San Cristóbal,Caucho tequendama,192,21
San Cristóbal,Chocho,32,21
San Cristóbal,Gaque,192,21
San Cristóbal,Holly espinoso,192,21
San Cristóbal,Laurel de cera,204,21
San Cristóbal,Mimbre,204,21
San Cristóbal,Mote,201,21
San Cristóbal,"Nogal, cedro nogal, cedro negro",199,21
San Cristóbal,Pino romeron,192,21
Usme,Arrayan blanco,342,21
Usme,"Cajeto, garagay, urapo",204,21
Usme,Caucho tequendama,212,21
Usme,"Duraznillo, velitas",268,21
Usme,"Liquidambar, estoraque",36,21
Usme,Mangle de tierra fria,212,21
Usme,"Pino colombiano, chaquiro",36,21
Usme,Sauce lloron,217,21
Tunjuelito,Guayabo,27,21
Tunjuelito,Nispero,27,21
Bosa,"Acacia negra, gris",190,21
Bosa,Alcaparro enano,161,21
Bosa,Calistemo lloron,190,21
Bosa,"Jazmin del cabo, laurel huesito",158,21
Bosa,Poligala,182,21
Bosa,Roble,190,21
Kennedy,Algodón extranjero,138,21
Kennedy,"Aliso, fresno, chaquiro",143,21
Kennedy,Amarrabollo,142,21
Kennedy,Carbonero,138,21
Kennedy,Caucho sabanero,18,21
Kennedy,Cerezo,157,21
Kennedy,Chilco,159,21
Kennedy,Chocho,156,21
Kennedy,Cucharo,156,21
Kennedy,"Curapin, Campanilla",163,21
Kennedy,Gaquillo,138,21
Kennedy,Garbancillo,159,21
Kennedy,"Grevilia, roble australiano",18,21
Kennedy,"Jazmin del cabo, lau",156,21
Kennedy,Mangle de tierra fria,156,21
Kennedy,Nispero,23,21
Kennedy,Roble australiano,142,21
Kennedy,Roble australiano,21,21
Fontibón,Alcaparro doble,109,21
Fontibón,Alcaparro doble,6,21
Fontibón,Alcaparro enano,12,21
Fontibón,Arboloco,102,21
Fontibón,Borrachero blanco,118,21
Fontibón,"Cedro, cedro andino, cedro clavel",108,21
Fontibón,Cerezo,109,21
Fontibón,"Grevilia, roble australiano",102,21
Fontibón,Olmo de agua,102,21
Fontibón,Otro,113,21
Fontibón,Pajarito,109,21
Fontibón,"Palma de cera, Palma de ramo",113,21
Fontibón,Roble australiano,108,21
Fontibón,"Sangregao, drago, croto",6,21
Fontibón,Sauce lloron,108,21
Fontibón,Yarumo,6,21
Engativá,Amarrabollo,99,21
Engativá,Caucho sabanero,7,21
Engativá,Ciruelo,96,21
Engativá,Guamo ,61,21
Engativá,Holly liso,99,21
Engativá,"Jazmin del cabo, laurel huesito",100,21
Engativá,Ligustrum,5,21
Engativá,"Nogal, cedro nogal, cedro negro",100,21
Engativá,Sietecueros nazareno,104,21
Suba,Abutilón rojo y amarillo,355,21
Suba,"Acacia negra, gris",60,21
Suba,"Cajeto, garagay, urapo",352,21
Suba,Chicala rosado,62,21
Suba,Eucalipto pomarroso,352,21
Suba,Eucalipto pomarroso,61,21
Suba,"Jazmín del cabo, laurel huesito",2,21
Suba,Laurel de cera,93,21
Suba,Laurel de cera (hoja pequeña),2,21
Suba,Ligustrum,62,21
Suba,Raphiolepys,355,21
Suba,Sangregado ,60,21
Suba,Sauce,355,21
Suba,Sauce llorón,355,21
Barrios Unidos,Alcaparro doble,10,21
Barrios Unidos,Cucharo,10,21
Barrios Unidos,Ligustrum,8,21
Barrios Unidos,Metrosideros,10,21
Barrios Unidos,Poligala,10,21
Teusaquillo,Carbonero,13,21
Teusaquillo,Eugenia,155,21
Teusaquillo,Falso pimiento,155,21
Teusaquillo,Feijoa,160,21
Teusaquillo,"Jazmin del cabo, laurel huesito",155,21
Teusaquillo,Mano de oso,15,21
Teusaquillo,Palma Alejandra,13,21
Teusaquillo,Raphiolepys,15,21
Los Mártires,Holly liso,25,21
Los Mártires,Mangle de tierra fria,25,21
Antonio Nariño,"Cajeto, garagay, urapo",28,21
Antonio Nariño,"Cipres, Pino cipres, Pino",26,21
Puente Aranda,"Cajeto, garagay, urapo",20,21
Puente Aranda,Higuerón,16,21
Puente Aranda,Ligustrum,16,21
Puente Aranda,Malvavisco,22,21
La Candelaria,Acacia japonesa,192,21
La Candelaria,Cucubo,191,21
Rafael Uribe Uribe,Caucho sabanero,33,21
Rafael Uribe Uribe,Palma roebeleni,28,21
Rafael Uribe Uribe,Tibar extranjero,28,21
Ciudad Bolívar,Acacia japonesa,195,21
